발화	감정
도저히 얘기가 안 통해. 이제 아예 떨어져 있는 게 좋겠어.아내가 나를 너무 싫어하기에 화가 나서 각자 방을 쓰자고 했어.이야기를 좀 더 나눠보고 싶어.	1
딸을 도저히 용서할 수가 없어.아무 말도 없이 자기 혼자 집을 나갔어.조금 더 대화를 나눠봐야 하겠지만 굉장히 답답해.	1
제발 좀 집에 오면 아내가 나를 그냥 놔뒀으면 좋겠어.퇴근하고 집에 와서 시달리는 것도 스트레스야. 그냥 아무 말도 안 걸었으면 해.아무 생각도 안 하고 푹 쉬고 싶어.	1
집에 오면 너무 화가 나. 가족들하고 항상 싸움만 해.밖에서도 집에서도 시달리기엔 너무 괴로워.나 혼자만의 시간이 좀 필요할 거 같아.	1
대학이 우선이라는 걸 딸이 잘 듣지 않는 것 같아 답답해.진로 상담을 해왔는데 나도 애매해서 일단 대학진학이 우선이라 했지.다시 한번 알아보고 잘 대화해 봐야겠어.	1
옳고 그른 걸 떠나 이제 그냥 귀찮아서 대충 넘겨.그냥 말다툼하는 것도 지치고 힘들어. 날 이해 못 하는 게 확실해.아내도 다투기 싫겠지만 좀 더 대화해 봐야겠어.	1
어디 나가자는 말도 너무 귀찮아. 그냥 카드 던져줬어.외식을 가자는데 그것도 귀찮아서 그냥 알아서들 다녀오라 그랬어.평소에는 마지못해 따라 나가긴 했는데 이제는 너무 귀찮아. 얘기할래.	1
처남은 매번 왜 저럴까? 내가 병상에 오래 있어서 아내가 고생이라고 하는 게 너무 화가 나.몇 번 그 말을 듣기는 했는데 들을 때마다 너무 화가 치밀어 올라.아들한테 전화해서 욕이나 실컷 해야겠어.	1
내가 입원했을 때 연락 한번 없던 아들이 퇴원하고 나서야 찾아오다니 괘씸하고 얄미워.아들 하나 애지중지 키웠더니 다 소용 없는 짓이었어. 그렇게 가르치지 않았는데 내가 잘못 키웠어.꼬박꼬박 안부를 물어 준 딸이랑 식사하면서 고맙다고 해야겠어.	1
하필 왜 그날 가족사진을 찍기로 한 건지 다들 정말 생각이 없어.내가 위암 진단받은 날 사진을 찍자기에 내 영정 사진 찍는 거냐고 물었더니 아내가 무척 화를 내더라고.아무래도 화가 가라앉지를 않아. 어쩜 나한테 그렇게 화를 내지?	1
오랜만에 보는 손자라서 너무 반가웠는데 손자가 인사만 하고 방에 가서 게임만 해서 너무 섭섭해.안아 주고 싶은데 손자는 내가 싫은 건지 너무 서운하네.방에 들어가서 용돈이라도 주면 좋아할 것 같아. 손자가 좋아하면 좀 서운한 게 풀릴 거 같네.	1
방금 처음으로 여자 친구 방에 갔는데 너무 충격이야.방이 돼지우리보다 더러워서 구역질이 나올 정도였어.내일 여자 친구와 만나서 솔직히 얘기하고 청소를 도와줘야겠어.	1
아내가 화장실에 다녀오면 처리를 안 해서 당황스러워.이젠 당황스러운 걸 넘어서 화가 날 지경이야.제발 물을 내리라고 얘기해봐야겠어.	1
아내와 같이 밥을 먹을 때마다 입맛이 떨어져.너무 게걸스럽게 먹어서 보기도 안 좋아.매번 이야기를 해도 듣질 않아.	1
방금 여자친구가 전 남자친구를 만나는 모습을 발견하고 너무 어이가 없어.방금 전 까지도 나한테 사랑한다고 했으면서 어떻게 이럴 수 있지?일단 기분을 가라앉히고 영화를 한편 봐서 기분전환을 해야겠어.	1
오늘 소개팅에서 상대가 너무 별로 여서 화가 날 정도야.식사자리에서 가게 직원에게 정말 무례하게 대하더라고.혼자 영화라도 보면서 기분전환하고 들어갈까 해.	1
여자 친구의 소비력에 정말 혀가 내둘러질 정도야.내가 준 카드를 너무 막 쓰는 모습에 당황스러워.여자 친구랑 차분하게 이 문제에 대해서 이야기를 해야겠어.	1
아내가 데려온 강아지의 배설물이 집 곳곳에 있어서 정말 화가 나.맞아. 아내가 데려온 강아지면서 전혀 관리를 하지 않아.강아지를 돌봐주지 않으면 키우지 않겠다고 할 거야.	1
예의 없이 첫 만남부터 직장이랑 연봉을 물어보는 사람 때문에 정말 화가 나.방금 소개팅 자리에서 만난 사람이 다짜고짜 연봉을 물어봐서 기분이 나빠졌어.모르겠어. 정말 기분 나빠.	1
여자 친구가 사이즈 안 맞는 옷을 입어서 당황스러워.맞아. 요즘 살이 조금 찐 것 같은데 몸이 그대로 드러나는 작은 옷을 매번 입어.모르겠어. 솔직하게 말해볼까?	1
여자 친구가 요즘 계속 만취한 상태로 지하철에서 실례를 해서 정이 떨어지려고 해.술에 취해서 지하철에서 토하면서 소리를 지르지 뭐야.여자 친구한테 솔직히 당황스럽다고 이야기를 해봐야겠어.	1
진짜 마음에 안 드는 신입이 있는데 정말 최악이야.일도 못하고 그냥 애가 아주 별로야. 일 하는 걸 볼 때마다 화가 나.참다 참다 마음에 안 들어서 팀장님한테 이야기 하고 오는 길이야.	1
이번에 들어온 신입 중에 나를 무시하는 애가 있거든? 걔한테 일을 일부러 틀리게 알려줬어.맞아. 매번 내려다보면서 나를 깔보는 눈빛이 너무 마음에 안 들어.걔를 골탕 먹이려고 일을 잘못 알려줬어.	1
일하다가 실수 했는데 팀장이 인신공격을 했어.팀장 기분이 나빴는지 나한테 욕하고 심한 말을 들어서 너무 화가 나.잘못된 서류를 올려서 골탕을 먹일 거야.	1
팀장이 나한테만 일을 몰아주는 것 같아서 화가 나.팀장이 나를 싫어해서 매일 나한테만 일을 더 주는 것 같아.내일 출근하면 팀장에게 왜 그러냐고 따져야겠어.	1
전임자가 일을 제대로 안 알려줘서 지금 일을 못하고 있어.얼마나 인수인계를 제대로 안 해줬는지 뒤엎고 싶은 기분이야.팀 안에서 다른 선배를 찾아서 부탁해야겠어.	1
상사가 마음에 안 들어 죽겠어.아니 맨날 나한테만 어려운 일을 주고 본인은 쉬운 일만 가져가잖아.모르겠어. 그냥 화가 머리끝까지 나서 못 참겠어.	1
팀장이 너무 싫어서 밖에서 마주칠 때마다 못 본 척 하고 있어.팀장이 자꾸 부당하게 일을 시키니까 화가 나서 인사하고 싶지 않아.친구들을 만나서 팀장 욕을 실컷 하고 싶어.	1
팀장님이 맨날 퇴근시간 다가오면 일을 줘서 화가 나 죽겠어.한두 번도 아니고 매번 그러니까 미치겠어.팀장님한테 퇴근 직전에 일 주지 말라고 솔직히 말해야겠어.	1
팀장님은 내가 맘에 안 드시는 것 같아.팀장님은 나만 보면 짜증내고 다른 사람들보다 일을 많이 줘서 화가 나.오늘 회식자리에 사장님도 오시는데 아닌 척하고 팀장님의 실수를 흘릴 거야.	1
오늘 회식이 있는데 내가 싫어하는 신입이랑 같이 앉기가 싫어.신입 중에 내가 마음에 안 드는 사람이 있는데 같이 앉아야 할 것 같아서 화가 나.신입이랑 같이 부장님 옆에 앉았다가 화장실 간다고 빠져 나와서 나중에 다른 곳에 앉을 거야.	1
점심에 팀장님이 밥 산다고 같이 가자는데 너무 싫어.평소에 나를 구박하고 무시하면서 한 번씩 밥 사주는 걸로 무마하려고 해서 화가 나.그 가게에서 제일 비싼 메뉴로 먹어볼까 해.	1
요즘 매일 새벽에 아이가 깨서 잠을 잘 못 자.아이 우는 소리에 깨는 일상이 너무 힘들고 남편이 원망스럽기까지 해.남편에게 다시 강조해서 이야기해봐야겠어.	1
남자친구가 너무 아이 같아.철이 없어서 행동이 꼭 어린아이 같아서 손이 많이 가.본인 일은 본인이 하라고 다시 이야기 해봐야겠어.	1
명절이 돌아올 때마다 너무 스트레스를 받아.시부모님을 뵈러 가기 위해 운전하는 게 너무 피곤해.남편에게 운전을 배우라고 이야기해봐야겠어.	1
일도 해야 하고 아이도 키워야 하고 너무 힘들어.특히 요즘 일이 너무 정신 없이 바빠서 더 피곤해.남편과 이야기를 통해 육아 부담을 나눠봐야겠어.	1
요즘 자꾸 주변에서 결혼에 대해 물어봐서 성가셔.오래 연애해서 언제 결혼할지 궁금한가 봐.사람들에게 우리 일은 우리가 알아서 하겠다고 직접 이야기해야겠어.	1
접촉사고를 당했는데 다쳤는지 확인도 안하고 본인 차 얘기만 하는 사람 때문에 화가 나.오늘 당한 일 때문에 기분이 아주 별로야.집에 가서 아내에게 이런 일이 있었다고 하소연 해야겠어.	1
요즘 상황이 안 좋아서 일부러 약을 먹고 아픈 척을 했는데 걸린 것 같아.보험금을 타내려고 약을 먹었어.걱정도 되고 화도 나네. 아무래도 가서 솔직히 이야기해야겠어.	1
지금 회사에 병원에 간다고 거짓말을 했어.회사에 너무 가기 싫어서 아프다고 이야기 한 거지.아무래도 걸릴까 봐 무서워서 솔직히 전화해야겠어.	1
아내가 하도 잔소리를 해서 집에 오자마자 아픈 척을 했어.아내는 잔소리가 너무 심해. 듣고 있으면 화가 나.아내에게 내 기분에 대해 이야기 해봐야겠어.	1
오늘 병원에 가서 받아 온 처방전을 조작했어.아니 보험처리가 안 된다고 화가 나서 그랬지.이런 일이 처음이라 어떻게 해야 할지 모르겠어.	1
오늘 나한테 설거지를 시키기에 잔을 일부러 깨버렸어.갑자기 시키니까 기분이 너무 안 좋았어.아내한테 본인이 하라고 이야기를 해야겠어.	1
허리가 아파서 병원에 갔는데 무조건 수술을 하라고 해서 화가 나.자세히 검사도 안 해보고 증상만 듣더니 수술을 권유하잖아.다른 병원에도 한번 가봐야겠어.	1
몸 아픈 것도 서러운데 돈이 없어서 병원비도 줄였어.노후준비를 안 한 나한테 화가 나네.자식들한테 의지 할 수는 없으니 일을 찾아봐야겠어.	1
절약하기 위해서 아내에게 돈을 적게 줬더니 싸웠어.몸이 아프니까 병원비가 많이 나가서 아끼려고 그랬는데 미안하네.맛있는 음식 사주면서 미안하다고 해야겠어.	1
나쁜 생각으로 네트워크 마케팅을 시작한 것도 아닌데 다들 나를 원망해서 화가 나.다들 오해하니까 너무 힘들어.하나하나 오해를 풀어가야지.	1
아내가 돈 낭비하지 말라고 잔소리해서 나도 화냈어.나는 돈을 아낀다고 생각했는데 아내는 안 그렇게 생각하나 봐.아내가 왜 그렇게 생각하는지 같이 대화해봐야겠네.	1
아내가 쇼핑에 돈을 너무 많이 써서 화가 나.내가 병도 있어서 돈을 아껴야 하는데 아내는 그럴 생각이 없나 봐.돈 관리를 내가 하고 카드도 없애야겠어.	1
아내랑 나는 돈이 없어서 아파도 병원을 안 가.노후준비를 못해서 돈이 없으니 아파도 병원비에 쓸 돈이 없는 거지.노인 일자리센터를 방문해서 일자리를 찾아보려고 해.	1
아내가 놀러 다니는데 쓰는 돈이 내 병원비만큼 나와서 화가 나.내 병이 금방 나을 병도 아니라서 아껴야 하는데 아내는 그걸 모르는 건지.아내와 앞으로 어떻게 할 지 대화를 해봐야겠지.	1
내 약값 때문에 아내가 살림이 힘들다는데 터무니없어서 화가 나네.내 약값이 얼마인지는 내가 잘 알고 내가 벌어다 주는 돈도 있는데 말도 안 되지.이제부터 가계부를 쓰자고 해야겠어.	1
병원비 때문에 자식들이 돈을 보내주는 건데 아내는 못마땅하게 생각하나 봐.자식들이 병원비로 쓰라고 돈을 보내주는데 아내한테 자식들 부담주지 말라고 잔소리 들어서 속상하네.자식들한테 하소연할거야. 아내가 잔소리 한다고.	1
아내가 같이 일해서 용돈 좀 벌어보자고 하기에 짜증나서 못들은 척 했어.내가 여태껏 일하고 아파서 은퇴해서 쉬고 있는데 더 일하라고 하잖아.아직 연금이랑 퇴직금이 있으니 안 하겠다고 말 할 거야.	1
아내가 아픈 걸 핑계로 가계부를 소홀히 써서 화를 냈어.무릎 관절염으로 가계부를 쓰기 싫다고 하니까 어이없어서 화가 나지.집에 있으면 더 화가 나니까 산책하면서 할 말을 생각해야겠어.	1
자식들 낳아봤자 소용없어. 이 놈들 다 내 돈만 보고 있어서 화가 나.아빠가 몸 아픈데 언제 상속받을지 기다리기만 하고 낳아 봤자야.노인정에 가서 노인정 사람들이랑 대화했지.	1
힘들게 일해서 식구 다 먹여 살렸는데 돈 없는 게 내 탓이라고 해서 화 나!병원비로 나가는 돈 때문에 집에 돈이 없다고 해서 화가 났지.친구들이랑 술이라도 마셔야겠어.	1
내가 번 돈인데 쓸 때마다 아내가 잔소리해서 화가 나.특히 술 먹을 때가 심해. 돈 쓸 때마다 눈치 보이고 또 싸울까봐 스트레스 받네.내가 술을 줄이겠다고 아내랑 타협해야겠어.	1
몸도 아픈데 아들이 젊을 때 돈 좀 모아놓지 그랬냐는 말에 엄청 화를 냈어.어떻게 나한테 그렇게 말할 수가 있는지 아직도 화가 안 풀려.속상해서 혼자서 술이라도 마셔야겠어.	1
아들이 집에 얹혀산다고 월세 내라는데 얼마나 어이없던지. 너무 화가 나.손자 대학 등록금 때문이라고는 하지만 화가 나는 건 어쩔 수가 없네.손자 대학 등록금을 좀 보태주면 월세얘기도 안 하겠지.	1
아프고 돈 없다고 부모 취급도 안 해주는 자식들한테 너무 화가 난다.돈 때문에 눈치 보이고 서러워 죽겠어.뭘 해도 나아질 거 같지가 않네.	1
두 배로 불려준다고 해서 믿고 투자했더니 사기를 당했어. 화나네 정말.투자하면 두 배로 돈을 늘려준다고 했는데 연락이 없어서 알아보니 사기였어.경찰에 신고해야지.	1
